timestamp,price,symbol,side,quantity,reason
2026-03-13,134.9457860733584,SPY,sell,111.0,exit
2026-03-16,136.44157342528158,SPY,buy,109.0,entry
2026-03-17,135.03427135968312,SPY,sell,109.0,exit
2026-03-18,137.15310372125992,SPY,buy,109.0,entry
2026-03-20,141.3073980132611,SPY,sell,109.0,exit
2026-03-25,245.84354576263632,QQQ,buy,61.0,entry
2026-03-27,94.76039171549408,AAPL,buy,158.0,entry
2026-03-30,142.16160721058773,SPY,buy,105.0,entry
2026-03-31,251.62939716251603,QQQ,sell,61.0,exit
2026-04-01,95.38160782907198,AAPL,sell,158.0,exit
2026-04-01,259.0546074996695,QQQ,buy,57.0,entry
2026-04-02,255.64373740346582,QQQ,sell,57.0,exit
2026-04-06,97.76464252128685,AAPL,buy,153.0,entry
2026-04-06,103.7989673439332,MSFT,buy,144.0,entry
2026-04-07,97.57377443011612,AAPL,sell,153.0,exit
2026-04-08,153.0045601401289,SPY,sell,105.0,exit
2026-04-08,103.30494831211303,MSFT,sell,144.0,exit
2026-04-09,98.88403860330192,AAPL,buy,151.0,entry
2026-04-09,104.56850127598409,MSFT,buy,143.0,entry
2026-04-10,97.59861357761658,AAPL,sell,151.0,exit
2026-04-10,104.44634392531543,MSFT,sell,143.0,exit
2026-04-10,155.4838738955442,SPY,buy,96.0,entry
2026-04-14,104.91972907755401,MSFT,buy,142.0,entry
2026-04-15,103.19816824512344,MSFT,sell,142.0,exit
2026-04-16,156.89210752134855,SPY,sell,96.0,exit
2026-04-17,106.33597631965938,MSFT,buy,141.0,entry
2026-04-20,160.1988782803034,SPY,buy,93.0,entry
2026-04-21,106.51365807239053,MSFT,sell,141.0,exit
2026-04-22,157.7211766600012,SPY,sell,93.0,exit
2026-04-22,98.96004102311159,AAPL,buy,151.0,entry
2026-04-24,97.34305054012907,AAPL,sell,151.0,exit
2026-04-30,162.7839370459671,SPY,buy,92.0,entry
2026-05-01,162.67325231090157,SPY,sell,92.0,exit
2026-05-05,164.39904614956356,SPY,buy,91.0,entry
2026-05-06,163.2052992654524,SPY,sell,91.0,exit
2026-05-07,165.89988482213218,SPY,buy,90.0,entry
2026-05-08,108.11802489036052,MSFT,buy,138.0,entry
2026-05-11,106.03631623232351,MSFT,sell,138.0,exit
2026-05-13,167.86975966383068,SPY,sell,90.0,exit
2026-05-14,170.39638516264284,SPY,buy,88.0,entry
2026-05-15,168.3950320843841,SPY,sell,88.0,exit
2026-05-22,109.73893430222218,MSFT,buy,136.0,entry
2026-05-26,107.47636327698534,MSFT,sell,136.0,exit
2026-05-26,171.07702832174755,SPY,buy,87.0,entry
2026-05-27,171.01924590546665,SPY,sell,87.0,exit
2026-06-01,174.12596722947794,SPY,buy,86.0,entry
2026-06-02,169.9984504035517,SPY,sell,86.0,exit
2026-07-02,178.5880577464174,SPY,buy,83.0,entry
2026-07-03,107.4375833435998,MSFT,buy,139.0,entry
2026-07-06,106.8808887561822,MSFT,sell,139.0,exit
2026-07-06,242.44130334313212,QQQ,buy,61.0,entry
2026-07-07,110.05184128153208,MSFT,buy,136.0,entry
2026-07-08,184.4547986011035,SPY,sell,83.0,exit
2026-07-08,107.85831241705793,MSFT,sell,136.0,exit
2026-07-09,185.49765470981941,SPY,buy,80.0,entry
2026-07-10,183.4460586228956,SPY,sell,80.0,exit
2026-07-10,111.66389542980352,MSFT,buy,134.0,entry
