timestamp,symbol,quantity,entry_price,exit_price,pnl,reason
2026-01-15,SPY,101.0,148.19778652822362,147.13588637507186,-107.25191546832684,exit
2026-01-20,QQQ,66.0,224.48374400838847,222.13386012866908,-155.09233606147973,exit
2026-01-23,QQQ,65.0,229.93557300634706,229.881854715633,-3.4916888964125974,exit
2026-01-27,QQQ,64.0,232.1984031309411,229.62780581913688,-164.51822795547014,exit
2026-02-06,NVDA,91.0,163.4732099630933,165.20727902915786,157.80028501187553,exit
2026-02-10,NVDA,89.0,168.09965361257963,164.18391203285313,-348.5010005956592,exit
2026-02-13,NVDA,89.0,168.51103147125588,162.16230631309085,-565.0365390766856,exit
2026-02-18,QQQ,64.0,232.27082811714425,229.14680838480552,-199.9372628696783,exit
2026-02-25,QQQ,64.0,233.48480404238205,240.55509706581228,452.49875349953436,exit
2026-03-13,SPY,111.0,134.65062021544023,134.9457860733584,32.763410228917564,exit
2026-03-17,SPY,109.0,136.44157342528158,135.03427135968312,-153.39592515023105,exit
2026-03-20,SPY,109.0,137.15310372125992,141.3073980132611,452.81807782812757,exit
2026-03-31,QQQ,61.0,245.84354576263632,251.62939716251603,352.93693539266314,exit
2026-04-01,AAPL,158.0,94.76039171549408,95.38160782907198,98.1521459453088,exit
2026-04-02,QQQ,57.0,259.0546074996695,255.64373740346582,-194.41959548361046,exit
2026-04-07,AAPL,153.0,97.76464252128685,97.57377443011612,-29.20281794912262,exit
2026-04-08,SPY,105.0,142.16160721058773,153.0045601401289,1138.5100576018212,exit
2026-04-08,MSFT,144.0,103.7989673439332,103.30494831211303,-71.13874058210422,exit
2026-04-10,AAPL,151.0,98.88403860330192,97.59861357761658,-194.09917887848678,exit
2026-04-10,MSFT,143.0,104.56850127598409,104.44634392531543,-17.468501145618575,exit
2026-04-15,MSFT,142.0,104.91972907755401,103.19816824512344,-244.46163820514084,exit
2026-04-16,SPY,96.0,155.4838738955442,156.89210752134855,135.1904280772178,exit
2026-04-21,MSFT,141.0,106.33597631965938,106.51365807239053,25.053127135091927,exit
2026-04-22,SPY,93.0,160.1988782803034,157.7211766600012,-230.42625068810412,exit
2026-04-24,AAPL,151.0,98.96004102311159,97.34305054012907,-244.16556293035865,exit
2026-05-01,SPY,92.0,162.7839370459671,162.67325231090157,-10.18299562602806,exit
2026-05-06,SPY,91.0,164.39904614956356,163.2052992654524,-108.63096645411497,exit
2026-05-11,MSFT,138.0,108.11802489036052,106.03631623232351,-287.2757948091057,exit
2026-05-13,SPY,90.0,165.89988482213218,167.86975966383068,177.28873575286525,exit
2026-05-15,SPY,88.0,170.39638516264284,168.3950320843841,-176.1190708867689,exit
2026-05-26,MSFT,136.0,109.73893430222218,107.47636327698534,-307.7096594322102,exit
2026-05-27,SPY,87.0,171.07702832174755,171.01924590546665,-5.0270702164380054,exit
2026-06-02,SPY,86.0,174.12596722947794,169.9984504035517,-354.9664470296575,exit
2026-07-06,MSFT,139.0,107.4375833435998,106.8808887561822,-77.38054765104607,exit
2026-07-08,SPY,83.0,178.5880577464174,184.4547986011035,486.9394909389466,exit
2026-07-08,MSFT,136.0,110.05184128153208,107.85831241705793,-298.3199255684831,exit
2026-07-10,SPY,80.0,185.49765470981941,183.4460586228956,-164.12768695390514,exit
