timestamp,price,symbol,side,quantity,reason
2026-04-16 04:00:00+00:00,701.53,SPY,buy,21.0,entry
2026-04-17 04:00:00+00:00,270.205,AAPL,buy,55.0,entry
2026-04-20 04:00:00+00:00,646.775,QQQ,sell,23.0,exit
2026-04-20 04:00:00+00:00,708.79,SPY,sell,21.0,exit
2026-04-20 04:00:00+00:00,202.12,NVDA,buy,74.0,entry
2026-04-21 04:00:00+00:00,266.16,AAPL,sell,55.0,exit
2026-04-21 04:00:00+00:00,199.82,NVDA,sell,74.0,exit
2026-04-21 04:00:00+00:00,424.03,MSFT,buy,35.0,entry
2026-04-22 04:00:00+00:00,655.085,QQQ,buy,22.0,entry
2026-04-22 04:00:00+00:00,711.2,SPY,buy,21.0,entry
2026-04-23 04:00:00+00:00,415.715,MSFT,sell,35.0,exit
2026-04-23 04:00:00+00:00,651.4,QQQ,sell,22.0,exit
2026-04-23 04:00:00+00:00,708.41,SPY,sell,21.0,exit
2026-04-23 04:00:00+00:00,273.49,AAPL,buy,54.0,entry
2026-04-24 04:00:00+00:00,271.04,AAPL,sell,54.0,exit
2026-04-24 04:00:00+00:00,663.92,QQQ,buy,22.0,entry
2026-04-24 04:00:00+00:00,208.18,NVDA,buy,72.0,entry
2026-04-24 04:00:00+00:00,713.97,SPY,buy,21.0,entry
2026-04-28 04:00:00+00:00,657.59,QQQ,sell,22.0,exit
2026-04-28 04:00:00+00:00,213.15,NVDA,sell,72.0,exit
2026-04-28 04:00:00+00:00,711.68,SPY,sell,21.0,exit
2026-04-30 04:00:00+00:00,667.61,QQQ,buy,22.0,entry
2026-04-30 04:00:00+00:00,718.41,SPY,buy,20.0,entry
2026-05-01 04:00:00+00:00,280.11,AAPL,buy,53.0,entry
2026-05-04 04:00:00+00:00,672.78,QQQ,sell,22.0,exit
2026-05-04 04:00:00+00:00,718.09,SPY,sell,20.0,exit
2026-05-04 04:00:00+00:00,276.87,AAPL,sell,53.0,exit
2026-05-05 04:00:00+00:00,681.53,QQQ,buy,22.0,entry
2026-05-05 04:00:00+00:00,723.71,SPY,buy,20.0,entry
2026-05-05 04:00:00+00:00,284.18,AAPL,buy,52.0,entry
2026-05-07 04:00:00+00:00,694.93,QQQ,sell,22.0,exit
2026-05-07 04:00:00+00:00,731.53,SPY,sell,20.0,exit
2026-05-07 04:00:00+00:00,287.4,AAPL,sell,52.0,exit
2026-05-08 04:00:00+00:00,711.12,QQQ,buy,21.0,entry
2026-05-08 04:00:00+00:00,737.54,SPY,buy,20.0,entry
2026-05-08 04:00:00+00:00,293.15,AAPL,buy,51.0,entry
2026-05-11 04:00:00+00:00,292.66,AAPL,sell,51.0,exit
2026-05-11 04:00:00+00:00,219.45,NVDA,buy,68.0,entry
2026-05-12 04:00:00+00:00,707.22,QQQ,sell,21.0,exit
2026-05-12 04:00:00+00:00,738.19,SPY,sell,20.0,exit
2026-05-12 04:00:00+00:00,294.72,AAPL,buy,50.0,entry
2026-05-13 04:00:00+00:00,225.91,NVDA,sell,68.0,exit
2026-05-13 04:00:00+00:00,714.565,QQQ,buy,20.0,entry
2026-05-13 04:00:00+00:00,742.3,SPY,buy,20.0,entry
2026-05-14 04:00:00+00:00,298.25,AAPL,sell,50.0,exit
2026-05-14 04:00:00+00:00,235.78,NVDA,buy,63.0,entry
2026-05-15 04:00:00+00:00,708.91,QQQ,sell,20.0,exit
2026-05-15 04:00:00+00:00,739.1,SPY,sell,20.0,exit
2026-05-15 04:00:00+00:00,225.305,NVDA,sell,63.0,exit
2026-05-15 04:00:00+00:00,300.19,AAPL,buy,49.0,entry
2026-05-18 04:00:00+00:00,297.85,AAPL,sell,49.0,exit
2026-05-20 04:00:00+00:00,302.2,AAPL,buy,49.0,entry
2026-05-26 04:00:00+00:00,308.33,AAPL,sell,49.0,exit
2026-05-26 04:00:00+00:00,730.11,QQQ,buy,20.0,entry
2026-05-26 04:00:00+00:00,750.46,SPY,buy,19.0,entry
2026-05-27 04:00:00+00:00,729.48,QQQ,sell,20.0,exit
2026-05-27 04:00:00+00:00,310.93,AAPL,buy,48.0,entry
2026-05-28 04:00:00+00:00,735.64,QQQ,buy,20.0,entry
2026-05-29 04:00:00+00:00,312.01,AAPL,sell,48.0,exit
2026-05-29 04:00:00+00:00,449.44,MSFT,buy,33.0,entry
2026-06-02 04:00:00+00:00,441.35,MSFT,sell,33.0,exit
2026-06-02 04:00:00+00:00,315.195,AAPL,buy,47.0,entry
2026-06-03 04:00:00+00:00,754.18,SPY,sell,19.0,exit
2026-06-03 04:00:00+00:00,744.205,QQQ,sell,20.0,exit
2026-06-03 04:00:00+00:00,310.22,AAPL,sell,47.0,exit
